x1,ep_assets_id,province,licence_number,uwi,current_operator,current_operator_parent,current_operator_parent_name,licensee,licensee_parent_company,licensee_parent_company_name,licence_date,current_status,current_status_standardised,well_type,well_type_standardised,confidential_release_date,abandon_date,surf_abandon_date,well_name,formation,field,pool,survey_system,surf_location,surf_township,surf_meridian,surf_range,surf_section,surf_lsd,surf_longitude,surf_latitude,surf_township_range,surf_quarter_unit,surf_unit,surf_block,surf_nts_map_sheet,surf_series,surf_area,surf_sheet,surf_quarter_section,bh_location,bh_township_range,bh_quarter_unit,bh_unit,bh_block,bh_nts_map_sheet,bh_series,bh_area,bh_sheet,bh_quarter_section,bh_longitude,bh_latitude,bh_township,bh_meridian,bh_range,bh_section,bh_lsd,ground_elevation,kb_elevation,total_depth,lahee_class,confidential,surface_owner,os_area,os_deposit,drilling_contractor,spud_date,final_drill_date,rig_release_date,days_drilling,drill_metres_per_day,tvd,well_profile,country,regulatory_agency,psac_area_code,psac_area_name,projected_depth,status_date,status_source,unit_id,unit_name,unit_flag,municipality,completion_date,agent,completed_flag,perf_flag,match,lateral_dist_m,cum_condensate_production_bbls,cum_gas_production_m_mcf,cum_oil_production_bbls,cum_production_hours,cum_water_production_bbls,prod_hours_vs_drill_date
294,2616408,Alberta,0491362,100150306020W500,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,2018-10-09T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,CNRL HZ KAYBOBS 15-3-60-20,Cardium,Kaybob South,Cardium D,DLS,14-34-059-20-W5,59,W5,20,34,14,-116.91698500000001,54.149829000000004,059-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,15-03-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-116.91248300000001,54.165803000000004,60,W5,20,3,15,1008,1013.5,3309,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-11-23T00:00:00Z,2018-11-30T00:00:00Z,2018-12-02T00:00:00Z,7,472.71,1643.14,Directional,Canada,AER,AB2,Foothills Front,3307.9,2019-02-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1804.7679778067388,0,10.1176902,21340.66242,7527,9186.881879999999,6.12644553836537e-5
295,2616407,Alberta,0491361,100130306020W500,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,2018-10-09T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,CNRL HZ KAYBOBS 13-3-60-20,Cardium,Kaybob South,Cardium D,DLS,14-34-059-20-W5,59,W5,20,34,14,-116.917134,54.14984499999999,059-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,13-03-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-116.921536,54.165811,60,W5,20,3,13,1007.5,1013.5,3310,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-11-10T00:00:00Z,2018-11-19T00:00:00Z,2018-11-22T00:00:00Z,9,367.78,1647.96,Directional,Canada,AER,AB2,Foothills Front,3310.9,2019-02-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1802.8367228786808,0,18.92166984,27937.40466,7987,9198.20352,6.551532929102029e-5
296,2609990,Alberta,0487512,103050206020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2018-01-03T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TORC 103 HZ KAYBOBS 5-2-60-20,Cardium,Kaybob South,Cardium F,DLS,04-01-060-20-W5,60,W5,20,1,4,-116.87528700000001,54.155741000000006,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,05-02-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.899528,54.15753,60,W5,20,2,5,979.4,985.1,3143,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-01-26T00:00:00Z,2018-02-02T00:00:00Z,2018-02-04T00:00:00Z,7,449,1605.34,Horizontal,Canada,AER,AB2,Foothills Front,3183,2018-03-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1598.3731565694336,0,67.68787716,62348.90046,15907,0,1.642362143588727e-4
299,2590450,Alberta,0477747,100162406021W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2015-11-18T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TORC HZ KAYBOBS 16-24-60-21,Cardium,Kaybob South,Cardium D,DLS,13-18-060-20-W5,60,W5,20,18,13,-117.00079,54.194288,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,16-24-060-21-W5,060-21-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-117.003106,54.209289,60,W5,21,24,16,963.9,968.4,3168,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2015-12-28T00:00:00Z,2016-01-06T00:00:00Z,2016-01-08T00:00:00Z,9,352,1591.62,Horizontal,Canada,AER,AB2,Foothills Front,3170,2016-02-12T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1679.0488625988382,0,77.54070636,70426.26162,31744,0,0.0010121416182022243
306,2583623,Alberta,0473652,102042106020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2014-12-18T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TORC 102 KAYBOBS 4-21-60-20,Cardium,Kaybob South,Cardium D,DLS,04-22-060-20-W5,60,W5,20,22,4,-116.92013999999999,54.198464,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-21-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.94951200000001,54.196893,60,W5,20,21,4,919.9,925.5,3155,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2015-02-02T00:00:00Z,2015-02-13T00:00:00Z,2015-02-15T00:00:00Z,11,286.82,1532.59,Horizontal,Canada,AER,AB2,Foothills Front,3178,2015-03-18T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1927.681620494235,0,188.85295596,104835.2415,39102,0,0.012571373456790123
307,2598170,Alberta,0481708,100051906020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2016-12-02T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TORC HZ KAYBOBS 5-19-60-20,Cardium,Kaybob South,Cardium D,DLS,05-20-060-20-W5,60,W5,20,20,5,-116.972113,54.199762,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,05-19-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.999486,54.20004399999999,60,W5,20,19,5,950.2,955.5,3227,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2016-12-07T00:00:00Z,2016-12-15T00:00:00Z,2016-12-17T00:00:00Z,8,403.38,1572.62,Horizontal,Canada,AER,AB2,Foothills Front,3228.7,2017-01-29T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1789.2955866847185,0,105.59831496,71516.28396,24770,0,4.055018597097805e-4
308,2581143,Alberta,0471025,100041906020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2014-10-31T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TORC HZ KAYBOBS 4-19-60-20,Cardium,Kaybob South,Cardium D,DLS,05-20-060-20-W5,60,W5,20,20,5,-116.972023,54.199543999999996,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-19-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.99949,54.19686899999999,60,W5,20,19,4,950.2,954.8,3262,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2015-01-08T00:00:00Z,2015-01-21T00:00:00Z,2015-01-24T00:00:00Z,13,250.92,1574.46,Horizontal,Canada,AER,AB2,Foothills Front,3268,2015-03-05T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1819.8327516958684,0,179.95009488,149389.66878,40335,0,0.035910790598290596
309,2596680,Alberta,0480677,100021806020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2016-10-06T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TORC HZ KAYBOBS 2-18-60-20,Cardium,Kaybob South,Cardium D,DLS,02-19-060-20-W5,60,W5,20,19,2,-116.985946,54.19700400000001,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,02-18-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-116.983824,54.182418999999996,60,W5,20,18,2,955.4,960.1,3109,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2016-11-26T00:00:00Z,2016-12-03T00:00:00Z,2016-12-05T00:00:00Z,7,444.14,1593.27,Horizontal,Canada,AER,AB2,Foothills Front,3100,2017-01-28T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1631.7282277530867,0,104.49296172,91315.94538,24350,0,4.055089261923794e-4
310,2592231,Alberta,0479013,102011806020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2016-02-05T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TORC 102 HZ KAYBOBS 1-18-60-20,Cardium,Kaybob South,Cardium D,DLS,02-19-060-20-W5,60,W5,20,19,2,-116.98568200000001,54.197165000000005,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,01-18-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-116.978714,54.182414,60,W5,20,18,1,955.6,959.6,3275,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2016-02-10T00:00:00Z,2016-02-18T00:00:00Z,2016-02-20T00:00:00Z,8,409.38,1592.12,Horizontal,Canada,AER,AB2,Foothills Front,3286,2016-03-18T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1706.2513099932191,0,161.06373984,124205.93856,31093,0,8.863859241014414e-4
311,2607451,Alberta,0485706,100121706020W500,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,2017-10-06T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,CNRL HZ KAYBOBS 12-17-60-20,Cardium,Kaybob South,Cardium D,DLS,04-16-060-20-W5,60,W5,20,16,4,-116.949097,54.184192,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,12-17-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-116.974493,54.189016,60,W5,20,17,12,949.3,955.9,3272,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Horizon Drilling Inc.,2017-12-14T00:00:00Z,2018-01-06T00:00:00Z,2018-01-08T00:00:00Z,23,142.26,1579.53,Horizontal,Canada,AER,AB2,Foothills Front,3400,2018-02-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1745.2264158323374,0,52.442478,65378.06814,16053,0,1.698341966280723e-4
312,2607452,Alberta,0485707,100041706020W500,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,2017-10-06T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,CNRL HZ KAYBOBS 4-17-60-20,Cardium,Kaybob South,Cardium D,DLS,04-16-060-20-W5,60,W5,20,16,4,-116.949081,54.184102,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-17-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.97449399999999,54.184341,60,W5,20,17,4,949.6,955.7,3124,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Horizon Drilling Inc.,2017-12-04T00:00:00Z,2017-12-10T00:00:00Z,2017-12-13T00:00:00Z,6,520.67,1582.79,Horizontal,Canada,AER,AB2,Foothills Front,3110,2018-02-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1661.7394415532176,0,66.04220748,62850.19752,16221,0,1.7595412891804643e-4
313,2591475,Alberta,0478610,102041606020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2015-12-21T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TORC 102 HZ KAYBOBS 4-16-60-20,Cardium,Kaybob South,Cardium D,DLS,04-21-060-20-W5,60,W5,20,21,4,-116.94775,54.197970999999995,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-16-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.948169,54.182424,60,W5,20,16,4,934.9,939.8,3180,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2016-01-10T00:00:00Z,2016-01-19T00:00:00Z,2016-01-21T00:00:00Z,9,353.33,1557.84,Horizontal,Canada,AER,AB2,Foothills Front,3145.4,2016-09-28T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1733.2337044640092,0,153.40395972,95701.19394,27751,0,8.542343873128447e-4
314,2591441,Alberta,0478565,104041506020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2015-12-18T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TORC 104 HZ KAYBOBS 4-15-60-20,Cardium,Kaybob South,Cardium D,DLS,04-22-060-20-W5,60,W5,20,22,4,-116.92034199999999,54.198654000000005,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-15-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.923601,54.182421999999995,60,W5,20,15,4,919.8,925.1,3277,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2016-01-23T00:00:00Z,2016-02-01T00:00:00Z,2016-02-03T00:00:00Z,9,364.11,1536.14,Horizontal,Canada,AER,AB2,Foothills Front,3192,2016-09-16T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1821.8436858613497,0,118.69657428,56191.81524,26232,0,7.804912882033705e-4
315,2598171,Alberta,0481695,100021506020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2016-12-02T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TORC HZ KAYBOBS 2-15-60-20,Cardium,Kaybob South,Cardium D,DLS,02-22-060-20-W5,60,W5,20,22,2,-116.91139299999999,54.196318000000005,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,02-15-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-116.912667,54.182429000000006,60,W5,20,15,2,904.2,908.8,3004,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2017-01-19T00:00:00Z,2017-01-25T00:00:00Z,2017-01-27T00:00:00Z,6,500.67,1518.39,Horizontal,Canada,AER,AB2,Foothills Front,3023,2017-03-22T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1550.404712568296,0,150.09496296,75219.08922,22670,0,3.507810952663894e-4
316,2623023,Alberta,0495898,102011506020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2019-09-23T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TORC 102 HZ KAYBOBS 1-15-60-20,Cardium,Kaybob South,Cardium D,DLS,02-22-060-20-W5,60,W5,20,22,2,-116.911185,54.196321999999995,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,01-15-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-116.905239,54.182433999999994,60,W5,20,15,1,904.4,910,3156,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-11-28T00:00:00Z,2019-12-06T00:00:00Z,2019-12-09T00:00:00Z,8,394.5,1514.51,Directional,Canada,AER,AB2,Foothills Front,3480,2020-01-24T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1596.1031231688034,0,0.20482584,213.22422000000003,135,0,8.714445064138316e-7
317,2618433,Alberta,0492778,100081406020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2018-12-14T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TORC HZ KAYBOBS 8-14-60-20,Cardium,Kaybob South,Cardium D,DLS,08-15-060-20-W5,60,W5,20,15,8,-116.90236200000001,54.185421,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,08-14-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-116.878234,54.186839,60,W5,20,14,8,902.9,908.6,3008,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2019-01-16T00:00:00Z,2019-01-22T00:00:00Z,2019-01-24T00:00:00Z,6,501.33,1509.76,Directional,Canada,AER,AB2,Foothills Front,3012,2019-03-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1585.2680483936394,0,50.89922124,29616.78126,7934,0,6.225674827369742e-5
322,2600853,Alberta,0482678,100161006020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2017-02-02T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TORC HZ KAYBOBS 16-10-60-20,Cardium,Kaybob South,Cardium D,DLS,16-09-060-20-W5,60,W5,20,9,16,-116.931895,54.17819,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,16-10-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-116.90319199999999,54.180177,60,W5,20,10,16,928.9,933.8,3288,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2017-03-02T00:00:00Z,2017-03-11T00:00:00Z,2017-03-11T00:00:00Z,9,365.33,1547.69,Horizontal,Canada,AER,AB2,Foothills Front,3059,2017-08-17T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1889.830536573877,0,133.12620156,88856.63358,20180,0,2.945331838774462e-4
323,2624670,Alberta,0496822,102091006020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2019-12-09T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TORC 102 HZ KAYBOBS 9-10-60-20,Cardium,Kaybob South,Cardium D,DLS,08-09-060-20-W5,60,W5,20,9,8,-116.92945300000001,54.170745999999994,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,09-10-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-116.90324,54.174085,60,W5,20,10,9,915.1,922.6,3286,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-12-11T00:00:00Z,2019-12-20T00:00:00Z,2019-12-22T00:00:00Z,9,365.11,1537.7,Directional,Canada,AER,AB2,Foothills Front,3297,2020-02-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1754.2105352039453,NA,NA,NA,NA,NA,NA
324,2617858,Alberta,0492431,100091006020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2018-11-29T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TORC HZ KAYBOBS 9-10-60-20,Cardium,Kaybob South,Cardium D,DLS,16-09-060-20-W5,60,W5,20,9,16,-116.932248,54.17801899999999,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,09-10-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-116.903706,54.177158999999996,60,W5,20,10,9,929.8,935.5,3262,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2019-01-03T00:00:00Z,2019-01-11T00:00:00Z,2019-01-14T00:00:00Z,8,407.75,1551.23,Directional,Canada,AER,AB2,Foothills Front,3332.4,2019-02-12T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1868.8122415803148,0,64.21643232,45824.3379,8031,0,6.349138585306618e-5
325,2592922,Alberta,0479304,102081006020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2016-04-12T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TORC 102 HZ KAYBOBS 8-10-60-20,Cardium,Kaybob South,Cardium D,DLS,08-09-060-20-W5,60,W5,20,9,8,-116.9287,54.17104499999999,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,08-10-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-116.903201,54.171016,60,W5,20,10,8,915.4,922,3082,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2016-12-19T00:00:00Z,2017-01-02T00:00:00Z,2017-01-05T00:00:00Z,14,220.14,1537.03,Horizontal,Canada,AER,AB2,Foothills Front,3084.2,2017-02-15T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1667.6370204563145,0,180.63167052,129313.25615999999,24748,0,3.950830140485313e-4
326,2608808,Alberta,0486601,102011006020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2017-11-29T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,TORC 102 HZ KAYBOBS 1-10-60-20,Cardium,Kaybob South,Cardium D,DLS,08-09-060-20-W5,60,W5,20,9,8,-116.92903799999999,54.170859,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,01-10-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-116.903195,54.167823,60,W5,20,10,1,916,921.7,3217,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-01-03T00:00:00Z,2018-01-11T00:00:00Z,2018-01-13T00:00:00Z,8,402.13,1539.64,Horizontal,Canada,AER,AB2,Foothills Front,3263.5,2018-02-09T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1723.7467719939107,0,131.26158012,107409.02766,16619,0,1.7502232669430122e-4
327,2607427,Alberta,0485675,102040906020W500,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,2017-10-04T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,CNRL ET AL 102 HZ KAYBOBS 4-9-60-20,Cardium,Kaybob South,Cardium D,DLS,04-16-060-20-W5,60,W5,20,16,4,-116.94906599999999,54.184014000000005,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-09-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.94779299999999,54.167790000000004,60,W5,20,9,4,949.6,955.7,3196,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Horizon Drilling Inc.,2017-11-22T00:00:00Z,2017-11-30T00:00:00Z,2017-12-02T00:00:00Z,8,399.5,1585.14,Horizontal,Canada,AER,AB2,Foothills Front,3200,2018-02-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1810.3956144520391,0,81.66194352,61312.9704,14921,0,1.63383878201759e-4
