,EPAssetsId,Province,LicenceNumber,UWI,CurrentOperator,CurrentOperatorParent,CurrentOperatorParentName,Licensee,LicenseeParentCompany,LicenseeParentCompanyName,LicenceDate,CurrentStatus,CurrentStatusStandardised,WellType,WellTypeStandardised,ConfidentialReleaseDate,AbandonDate,SurfAbandonDate,WellName,Formation,Field,Pool,SurveySystem,Surf_Location,Surf_Township,Surf_Meridian,Surf_Range,Surf_Section,Surf_LSD,Surf_Longitude,Surf_Latitude,Surf_TownshipRange,Surf_QuarterUnit,Surf_Unit,Surf_Block,Surf_NTSMapSheet,Surf_Series,Surf_Area,Surf_Sheet,Surf_QuarterSection,BH_Location,BH_TownshipRange,BH_QuarterUnit,BH_Unit,BH_Block,BH_NTSMapSheet,BH_Series,BH_Area,BH_Sheet,BH_QuarterSection,BH_Longitude,BH_Latitude,BH_Township,BH_Meridian,BH_Range,BH_Section,BH_LSD,GroundElevation,KBElevation,TotalDepth,LaheeClass,Confidential,SurfaceOwner,OSArea,OSDeposit,DrillingContractor,SpudDate,FinalDrillDate,RigReleaseDate,DaysDrilling,DrillMetresPerDay,TVD,WellProfile,Country,RegulatoryAgency,PSACAreaCode,PSACAreaName,ProjectedDepth,StatusDate,StatusSource,UnitID,UnitName,UnitFlag,Municipality,CompletionDate,Agent,_Completed`Flag,_Perf`Flag,Match
296,2609990,Alberta,0487512,103050206020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2018-01-03 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC 103 HZ KAYBOBS 5-2-60-20,Cardium,Kaybob South,Cardium F,DLS,04-01-060-20-W5,60,W5,20,1,4,-116.87528700000001,54.155741000000006,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,05-02-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.899528,54.15753,60,W5,20,2,5,979.4,985.1,3143.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-01-26 00:00:00.000,2018-02-02 00:00:00.000,2018-02-04 00:00:00.000,7.0,449.0,1605.34,Horizontal,Canada,AER,AB2,Foothills Front,3183.0,2018-03-01 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
299,2590450,Alberta,0477747,100162406021W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2015-11-18 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC HZ KAYBOBS 16-24-60-21,Cardium,Kaybob South,Cardium D,DLS,13-18-060-20-W5,60,W5,20,18,13,-117.00079,54.194288,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,16-24-060-21-W5,060-21-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-117.003106,54.209289,60,W5,21,24,16,963.9,968.4,3168.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2015-12-28 00:00:00.000,2016-01-06 00:00:00.000,2016-01-08 00:00:00.000,9.0,352.0,1591.62,Horizontal,Canada,AER,AB2,Foothills Front,3170.0,2016-02-12 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
306,2583623,Alberta,0473652,102042106020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2014-12-18 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC 102 KAYBOBS 4-21-60-20,Cardium,Kaybob South,Cardium D,DLS,04-22-060-20-W5,60,W5,20,22,4,-116.92013999999999,54.198464,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-21-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.94951200000001,54.196893,60,W5,20,21,4,919.9,925.5,3155.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2015-02-02 00:00:00.000,2015-02-13 00:00:00.000,2015-02-15 00:00:00.000,11.0,286.82,1532.59,Horizontal,Canada,AER,AB2,Foothills Front,3178.0,2015-03-18 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
307,2598170,Alberta,0481708,100051906020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2016-12-02 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC HZ KAYBOBS 5-19-60-20,Cardium,Kaybob South,Cardium D,DLS,05-20-060-20-W5,60,W5,20,20,5,-116.972113,54.199762,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,05-19-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.999486,54.20004399999999,60,W5,20,19,5,950.2,955.5,3227.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2016-12-07 00:00:00.000,2016-12-15 00:00:00.000,2016-12-17 00:00:00.000,8.0,403.38,1572.62,Horizontal,Canada,AER,AB2,Foothills Front,3228.7,2017-01-29 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
308,2581143,Alberta,0471025,100041906020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2014-10-31 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC HZ KAYBOBS 4-19-60-20,Cardium,Kaybob South,Cardium D,DLS,05-20-060-20-W5,60,W5,20,20,5,-116.972023,54.199543999999996,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-19-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.99949,54.19686899999999,60,W5,20,19,4,950.2,954.8,3262.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2015-01-08 00:00:00.000,2015-01-21 00:00:00.000,2015-01-24 00:00:00.000,13.0,250.92,1574.46,Horizontal,Canada,AER,AB2,Foothills Front,3268.0,2015-03-05 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
309,2596680,Alberta,0480677,100021806020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2016-10-06 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC HZ KAYBOBS 2-18-60-20,Cardium,Kaybob South,Cardium D,DLS,02-19-060-20-W5,60,W5,20,19,2,-116.985946,54.19700400000001,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,02-18-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-116.983824,54.182418999999996,60,W5,20,18,2,955.4,960.1,3109.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2016-11-26 00:00:00.000,2016-12-03 00:00:00.000,2016-12-05 00:00:00.000,7.0,444.14,1593.27,Horizontal,Canada,AER,AB2,Foothills Front,3100.0,2017-01-28 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
310,2592231,Alberta,0479013,102011806020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2016-02-05 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC 102 HZ KAYBOBS 1-18-60-20,Cardium,Kaybob South,Cardium D,DLS,02-19-060-20-W5,60,W5,20,19,2,-116.98568200000001,54.197165000000005,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,01-18-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-116.978714,54.182414,60,W5,20,18,1,955.6,959.6,3275.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2016-02-10 00:00:00.000,2016-02-18 00:00:00.000,2016-02-20 00:00:00.000,8.0,409.38,1592.12,Horizontal,Canada,AER,AB2,Foothills Front,3286.0,2016-03-18 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
311,2607451,Alberta,0485706,100121706020W500,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,2017-10-06 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,CNRL HZ KAYBOBS 12-17-60-20,Cardium,Kaybob South,Cardium D,DLS,04-16-060-20-W5,60,W5,20,16,4,-116.949097,54.184192,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,12-17-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-116.974493,54.189016,60,W5,20,17,12,949.3,955.9,3272.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Horizon Drilling Inc.,2017-12-14 00:00:00.000,2018-01-06 00:00:00.000,2018-01-08 00:00:00.000,23.0,142.26,1579.53,Horizontal,Canada,AER,AB2,Foothills Front,3400.0,2018-02-01 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
312,2607452,Alberta,0485707,100041706020W500,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,2017-10-06 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,CNRL HZ KAYBOBS 4-17-60-20,Cardium,Kaybob South,Cardium D,DLS,04-16-060-20-W5,60,W5,20,16,4,-116.949081,54.184102,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-17-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.97449399999999,54.184341,60,W5,20,17,4,949.6,955.7,3124.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Horizon Drilling Inc.,2017-12-04 00:00:00.000,2017-12-10 00:00:00.000,2017-12-13 00:00:00.000,6.0,520.67,1582.79,Horizontal,Canada,AER,AB2,Foothills Front,3110.0,2018-02-01 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
313,2591475,Alberta,0478610,102041606020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2015-12-21 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC 102 HZ KAYBOBS 4-16-60-20,Cardium,Kaybob South,Cardium D,DLS,04-21-060-20-W5,60,W5,20,21,4,-116.94775,54.197970999999995,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-16-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.948169,54.182424,60,W5,20,16,4,934.9,939.8,3180.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2016-01-10 00:00:00.000,2016-01-19 00:00:00.000,2016-01-21 00:00:00.000,9.0,353.33,1557.84,Horizontal,Canada,AER,AB2,Foothills Front,3145.4,2016-09-28 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
314,2591441,Alberta,0478565,104041506020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2015-12-18 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC 104 HZ KAYBOBS 4-15-60-20,Cardium,Kaybob South,Cardium D,DLS,04-22-060-20-W5,60,W5,20,22,4,-116.92034199999999,54.198654000000005,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-15-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.923601,54.182421999999995,60,W5,20,15,4,919.8,925.1,3277.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2016-01-23 00:00:00.000,2016-02-01 00:00:00.000,2016-02-03 00:00:00.000,9.0,364.11,1536.14,Horizontal,Canada,AER,AB2,Foothills Front,3192.0,2016-09-16 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
315,2598171,Alberta,0481695,100021506020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2016-12-02 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC HZ KAYBOBS 2-15-60-20,Cardium,Kaybob South,Cardium D,DLS,02-22-060-20-W5,60,W5,20,22,2,-116.91139299999999,54.196318000000005,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,02-15-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-116.912667,54.182429000000006,60,W5,20,15,2,904.2,908.8,3004.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2017-01-19 00:00:00.000,2017-01-25 00:00:00.000,2017-01-27 00:00:00.000,6.0,500.67,1518.39,Horizontal,Canada,AER,AB2,Foothills Front,3023.0,2017-03-22 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
316,2623023,Alberta,0495898,102011506020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2019-09-23 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC 102 HZ KAYBOBS 1-15-60-20,Cardium,Kaybob South,Cardium D,DLS,02-22-060-20-W5,60,W5,20,22,2,-116.911185,54.196321999999995,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,01-15-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-116.905239,54.18243399999999,60,W5,20,15,1,904.4,910.0,3156.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-11-28 00:00:00.000,2019-12-06 00:00:00.000,2019-12-09 00:00:00.000,8.0,394.5,1514.51,Directional,Canada,AER,AB2,Foothills Front,3480.0,2020-01-24 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
317,2618433,Alberta,0492778,100081406020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2018-12-14 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC HZ KAYBOBS 8-14-60-20,Cardium,Kaybob South,Cardium D,DLS,08-15-060-20-W5,60,W5,20,15,8,-116.90236200000001,54.185421,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,08-14-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-116.878234,54.186839,60,W5,20,14,8,902.9,908.6,3008.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2019-01-16 00:00:00.000,2019-01-22 00:00:00.000,2019-01-24 00:00:00.000,6.0,501.33,1509.76,Directional,Canada,AER,AB2,Foothills Front,3012.0,2019-03-01 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
322,2600853,Alberta,0482678,100161006020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2017-02-02 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC HZ KAYBOBS 16-10-60-20,Cardium,Kaybob South,Cardium D,DLS,16-09-060-20-W5,60,W5,20,9,16,-116.931895,54.17819,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,16-10-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-116.90319199999999,54.180177,60,W5,20,10,16,928.9,933.8,3288.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2017-03-02 00:00:00.000,2017-03-11 00:00:00.000,2017-03-11 00:00:00.000,9.0,365.33,1547.69,Horizontal,Canada,AER,AB2,Foothills Front,3059.0,2017-08-17 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
323,2624670,Alberta,0496822,102091006020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2019-12-09 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC 102 HZ KAYBOBS 9-10-60-20,Cardium,Kaybob South,Cardium D,DLS,08-09-060-20-W5,60,W5,20,9,8,-116.92945300000001,54.170745999999994,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,09-10-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-116.90324,54.174085,60,W5,20,10,9,915.1,922.6,3286.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-12-11 00:00:00.000,2019-12-20 00:00:00.000,2019-12-22 00:00:00.000,9.0,365.11,1537.7,Directional,Canada,AER,AB2,Foothills Front,3297.0,2020-02-01 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
324,2617858,Alberta,0492431,100091006020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2018-11-29 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC HZ KAYBOBS 9-10-60-20,Cardium,Kaybob South,Cardium D,DLS,16-09-060-20-W5,60,W5,20,9,16,-116.932248,54.17801899999999,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,09-10-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-116.903706,54.177158999999996,60,W5,20,10,9,929.8,935.5,3262.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2019-01-03 00:00:00.000,2019-01-11 00:00:00.000,2019-01-14 00:00:00.000,8.0,407.75,1551.23,Directional,Canada,AER,AB2,Foothills Front,3332.4,2019-02-12 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
325,2592922,Alberta,0479304,102081006020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2016-04-12 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC 102 HZ KAYBOBS 8-10-60-20,Cardium,Kaybob South,Cardium D,DLS,08-09-060-20-W5,60,W5,20,9,8,-116.9287,54.17104499999999,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,08-10-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-116.903201,54.171016,60,W5,20,10,8,915.4,922.0,3082.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2016-12-19 00:00:00.000,2017-01-02 00:00:00.000,2017-01-05 00:00:00.000,14.0,220.14,1537.03,Horizontal,Canada,AER,AB2,Foothills Front,3084.2,2017-02-15 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
326,2608808,Alberta,0486601,102011006020W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2017-11-29 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC 102 HZ KAYBOBS 1-10-60-20,Cardium,Kaybob South,Cardium D,DLS,08-09-060-20-W5,60,W5,20,9,8,-116.92903799999999,54.170859,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,01-10-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-116.903195,54.167823,60,W5,20,10,1,916.0,921.7,3217.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-01-03 00:00:00.000,2018-01-11 00:00:00.000,2018-01-13 00:00:00.000,8.0,402.13,1539.64,Horizontal,Canada,AER,AB2,Foothills Front,3263.5,2018-02-09 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
327,2607427,Alberta,0485675,102040906020W500,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,2017-10-04 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,CNRL ET AL 102 HZ KAYBOBS 4-9-60-20,Cardium,Kaybob South,Cardium D,DLS,04-16-060-20-W5,60,W5,20,16,4,-116.94906599999999,54.184014000000005,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-09-060-20-W5,060-20-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.94779299999999,54.167790000000004,60,W5,20,9,4,949.6,955.7,3196.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Horizon Drilling Inc.,2017-11-22 00:00:00.000,2017-11-30 00:00:00.000,2017-12-02 00:00:00.000,8.0,399.5,1585.14,Horizontal,Canada,AER,AB2,Foothills Front,3200.0,2018-02-01 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
336,2622483,Alberta,0495557,102033205819W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2019-08-23 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC 102 HZ KAYBOBS 3-32-58-19,Cardium,Kaybob South,Cardium I,DLS,02-04-059-19-W5,59,W5,19,4,2,-116.788591,54.066299,059-19-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,03-32-058-19-W5,058-19-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.791519,54.05129399999999,58,W5,19,32,3,839.3,844.6,3101.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-09-18 00:00:00.000,2019-09-25 00:00:00.000,2019-09-27 00:00:00.000,7.0,443.0,1529.96,Directional,Canada,AER,AB2,Foothills Front,3113.0,2019-10-28 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
337,2622612,Alberta,0492786,100022905819W502,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2018-12-14 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,TORC HZ KAYBOBS 2-29-58-19,Cardium,Kaybob South,Cardium I,DLS,01-32-058-19-W5,58,W5,19,32,1,-116.781772,54.051781999999996,058-19-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,02-29-058-19-W5,058-19-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-116.785408,54.036806999999996,58,W5,19,29,2,840.2,846.0,3138.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-09-06 00:00:00.000,2019-09-14 00:00:00.000,2019-09-16 00:00:00.000,8.0,392.25,1542.74,Directional,Canada,AER,AB2,Foothills Front,,2019-10-08 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
340,2610679,Alberta,0487884,100041005919W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2018-01-30 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TORC HZ KAYBOBS 4-10-59-19,Cardium,Kaybob South,Cardium I,DLS,16-05-059-19-W5,59,W5,19,5,16,-116.80583100000001,54.079103,059-19-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,04-10-059-19-W5,059-19-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-116.774932,54.080641,59,W5,19,10,4,850.4,857.3,3471.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-02-18 00:00:00.000,2018-02-25 00:00:00.000,2018-02-27 00:00:00.000,7.0,495.86,1523.77,Horizontal,Canada,AER,AB2,Foothills Front,3411.5,2018-04-07 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
341,2618637,Alberta,0492913,100080905919W500,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,Torc Oil & Gas Ltd.,2521,TORC Oil & Gas Ltd.,2018-12-20 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,TORC HZ KAYBOBS 8-9-59-19,Cardium,Kaybob South,Cardium I,DLS,16-05-059-19-W5,59,W5,19,5,16,-116.805291,54.079094,059-19-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,08-09-059-19-W5,059-19-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-116.77821200000001,54.084188,59,W5,19,9,8,851.0,856.7,3440.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2019-01-27 00:00:00.000,2019-02-03 00:00:00.000,2019-02-05 00:00:00.000,7.0,491.43,1523.13,Directional,Canada,AER,AB2,Foothills Front,3471.2,2019-03-29 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
